Date,Country,Sentiment
2020-01-25,Canada,-0.685153784351912
2025-09-15,China,1.2534545846751417
2025-10-23,Russia,-2.5002151065844123
2026-04-09,China,1.065620541816179
2021-10-19,Russia,-1.3943202099667158
2025-03-26,China,1.2347472612494015
2025-12-15,China,0.80541727065597324
2026-02-11,Russia,-1.9756187160358205
2024-10-21,Saudi Arabia,1.5068662348344752
2024-10-05,Saudi Arabia,0.63766309030539747
2023-11-03,Saudi Arabia,-0.16324914709641142
2020-12-17,Canada,-0.34186445059108467
2021-03-23,Iraq,-1.5480540398351552
2024-06-07,Saudi Arabia,0.41100403837602195
2023-07-03,Saudi Arabia,-0.34872390208633075
2026-03-04,USA,-1.5090958312913931
2022-02-09,China,0.64130693679135431
2025-02-08,Canada,0.1990811908264514
2022-12-21,Russia,-1.2315232536126721
2026-01-25,China,1.30197833613842
2023-08-15,Canada,-0.42114326833507454
2024-04-05,USA,-0.96406679035377374
2022-08-11,Saudi Arabia,0.29101300992485712
2024-12-20,Russia,-2.0493214675834648
2024-06-10,Russia,-1.5502372718558968
2024-08-17,Iraq,-1.4409576593865931
2023-07-01,Iraq,-3.3192868681113863
2020-08-11,USA,-1.3727417335737224
2023-04-21,Canada,-0.55809567822143868
2021-03-09,UAE,0.80795089113708884
2022-08-30,China,0.424791603701839
2022-01-21,USA,-1.2306213587694879
2024-02-16,USA,-1.0544334883090023
2020-07-01,Russia,-1.2425161549979935
2023-12-09,Russia,-1.8659096763657752
2020-02-08,Russia,-1.4606771822361448
2020-03-07,China,-1.9847774247475134
2021-04-08,Canada,-0.53858065266495814
2021-01-24,Iraq,-3.3364056814859531
2021-01-28,Saudi Arabia,0.21396084495547157
2023-11-21,China,1.2776291169995093
2026-02-19,Saudi Arabia,0.98702430298532517
2023-04-19,Canada,-0.38673521566176022
2022-05-12,USA,-0.95667147190043178
2020-12-15,Saudi Arabia,-0.78111873992017555
2021-07-20,UAE,0.03864492239634236
2023-10-05,Russia,-2.0359849335239164
2023-03-23,Canada,-0.43987599678197686
2023-08-23,China,1.0049033753869652
2024-08-10,China,1.4055956914002172
2021-05-10,Iraq,-3.3601846620808726
2023-06-22,Canada,-0.27275666262800369
